ID	Gene EFW ID	Gene	contig	start	stop
gene	EFW9900003099	Similar to sec61a: Protein transport protein Sec61 subunit alpha (Dictyostelium discoideum OX%3D44689)	contig246	2680874	2682797
gene	EFW9900003100	Protein of unknown function	contig246	2743190	2753828
gene	EFW9900003101	Similar to PATROL1: Protein unc-13 homolog (Arabidopsis thaliana OX%3D3702)	contig246	2804869	2808551
gene	EFW9900003102	Similar to PCMP-H22: Putative pentatricopeptide repeat-containing protein At1g68930 (Arabidopsis thaliana OX%3D3702)	contig246	2809451	2811538
gene	EFW9900003103	Protein of unknown function	contig246	2923620	2941319
gene	EFW9900003104	Similar to STT3A: Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Arabidopsis thaliana OX%3D3702)	contig246	2940636	2947863
gene	EFW9900003105	Similar to PBL7: Probable serine/threonine-protein kinase PBL7 (Arabidopsis thaliana OX%3D3702)	contig246	2977677	2979733
gene	EFW9900003106	Similar to TIO: Serine/threonine-protein kinase TIO (Arabidopsis thaliana OX%3D3702)	contig246	2979848	2980808
gene	EFW9900003107	Similar to SKIP: SNW/SKI-interacting protein (Arabidopsis thaliana OX%3D3702)	contig246	2981306	2983153
gene	EFW9900003108	Similar to At5g19680: Protein phosphatase 1 regulatory inhibitor subunit PPP1R7 homolog (Arabidopsis thaliana OX%3D3702)	contig246	2994889	2997657
gene	EFW9900003109	Similar to CDC27B: Cell division cycle protein 27 homolog B (Arabidopsis thaliana OX%3D3702)	contig246	3041618	3049602
gene	EFW9900003110	Similar to FH1: Formin-like protein 1 (Arabidopsis thaliana OX%3D3702)	contig246	3057653	3058142
gene	EFW9900003111	Protein of unknown function	contig246	3103921	3104631
gene	EFW9900003112	Protein of unknown function	contig246	3113659	3114555
gene	EFW9900003113	Similar to GC1: Golgin candidate 1 (Arabidopsis thaliana OX%3D3702)	contig246	3187209	3193766
gene	EFW9900003114	Similar to RDR5: Probable RNA-dependent RNA polymerase 5 (Arabidopsis thaliana OX%3D3702)	contig246	3268063	3277809
gene	EFW9900003115	Similar to NSP2: Nodulation-signaling pathway 2 protein (Medicago truncatula OX%3D3880)	contig246	3277149	3302728
gene	EFW9900003116	Similar to PUS10: Putative tRNA pseudouridine synthase Pus10 (Homo sapiens OX%3D9606)	contig246	3372404	3378366
gene	EFW9900003117	Similar to RDR3: Probable RNA-dependent RNA polymerase 3 (Arabidopsis thaliana OX%3D3702)	contig246	3472117	3486149
gene	EFW9900003118	Similar to NADP-dependent malic enzyme (Vitis vinifera OX%3D29760)	contig246	3498741	3502939
gene	EFW9900003119	Similar to hxnY: 2-oxoglutarate-Fe(II) type oxidoreductase hxnY (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX%3D227321)	contig246	3504542	3507422
gene	EFW9900003120	Similar to DJ1C: Protein DJ-1 homolog C (Arabidopsis thaliana OX%3D3702)	contig246	3659414	3659795
gene	EFW9900003121	Similar to At3g19950: E3 ubiquitin-protein ligase RING1-like (Arabidopsis thaliana OX%3D3702)	contig246	3698596	3698919
gene	EFW9900003122	Protein of unknown function	contig246	3739848	3744635
gene	EFW9900003123	Similar to PP2C06: Probable protein phosphatase 2C 6 (Oryza sativa subsp. japonica OX%3D39947)	contig246	3887250	3893252
gene	EFW9900003124	Protein of unknown function	contig246	3984765	3986555
gene	EFW9900003125	Similar to PHP5: Pseudo histidine-containing phosphotransfer protein 5 (Oryza sativa subsp. japonica OX%3D39947)	contig246	3990792	3991341
gene	EFW9900003126	Similar to ABCB8: Putative ABC transporter B family member 8 (Arabidopsis thaliana OX%3D3702)	contig246	3993672	4000297
gene	EFW9900003127	Similar to SWEET7: Bidirectional sugar transporter SWEET7 (Arabidopsis thaliana OX%3D3702)	contig246	4029247	4029624
gene	EFW9900003128	Protein of unknown function	contig246	4029872	4044251
gene	EFW9900003129	Similar to SPAC3F10.06c: Uncharacterized protein C3F10.06c (Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX%3D284812)	contig246	4058856	4065436
gene	EFW9900003130	Similar to VIT_19s0014g04930: (-)-germacrene D synthase (Vitis vinifera OX%3D29760)	contig246	4083331	4086307
gene	EFW9900003131	Similar to P85: Senescence/dehydration-associated protein At4g35985%2C chloroplastic (Arabidopsis thaliana OX%3D3702)	contig246	4106658	4118208
gene	EFW9900003132	Similar to CB5LP: Cytochrome B5-like protein (Arabidopsis thaliana OX%3D3702)	contig246	4120048	4121516
gene	EFW9900003133	Protein of unknown function	contig246	4121752	4128049
gene	EFW9900003134	Similar to At4g29120: Probable 3-hydroxyisobutyrate dehydrogenase-like 1%2C mitochondrial (Arabidopsis thaliana OX%3D3702)	contig246	4188592	4189459
gene	EFW9900003135	Protein of unknown function	contig246	4188635	4190563
gene	EFW9900003136	Similar to RLP52: Receptor-like protein 52 (Arabidopsis thaliana OX%3D3702)	contig246	4191307	4191949
gene	EFW9900003137	Similar to RLP52: Receptor-like protein 52 (Arabidopsis thaliana OX%3D3702)	contig246	4191966	4192774
gene	EFW9900003138	Similar to RLK5: Receptor-like protein kinase 5 (Arabidopsis thaliana OX%3D3702)	contig246	4192854	4194379
gene	EFW9900003139	Protein of unknown function	contig246	4198909	4214819
gene	EFW9900003140	Similar to HSL1: Receptor-like protein kinase HSL1 (Arabidopsis thaliana OX%3D3702)	contig246	4222255	4227304
gene	EFW9900003141	Similar to ycf2-A: Protein Ycf2 (Lotus japonicus OX%3D34305)	contig246	4239228	4239431
gene	EFW9900003142	Protein of unknown function	contig246	4285372	4291488
gene	EFW9900003143	Similar to Genome polyprotein (Petunia vein clearing virus (isolate Hohn) OX%3D492095)	contig246	4316144	4319108
gene	EFW9900003144	Protein of unknown function	contig246	4323345	4329690
gene	EFW9900003145	Similar to HSL1: Receptor-like protein kinase HSL1 (Arabidopsis thaliana OX%3D3702)	contig246	4350284	4353433
gene	EFW9900003146	Similar to HSL1: Receptor-like protein kinase HSL1 (Arabidopsis thaliana OX%3D3702)	contig246	4375642	4378793
gene	EFW9900003147	Similar to HXK1: Hexokinase-1 (Nicotiana tabacum OX%3D4097)	contig246	4402982	4408176
gene	EFW9900003148	Protein of unknown function	contig246	4552331	4552791
gene	EFW9900003149	Similar to RE1: Retrovirus-related Pol polyprotein from transposon RE1 (Arabidopsis thaliana OX%3D3702)	contig246	4563683	4564030
gene	EFW9900003150	Similar to DTX51: Protein DETOXIFICATION 51 (Arabidopsis thaliana OX%3D3702)	contig246	4657701	4659332
gene	EFW9900003151	Similar to IQD31: Protein IQ-DOMAIN 31 (Arabidopsis thaliana OX%3D3702)	contig246	4774579	4776361
gene	EFW9900003152	Similar to PME53: Probable pectinesterase 53 (Arabidopsis thaliana OX%3D3702)	contig246	4824508	4826947
gene	EFW9900003153	Similar to LAMP1: Probable glutamate carboxypeptidase LAMP1 (Arabidopsis thaliana OX%3D3702)	contig246	4838044	4841656
gene	EFW9900003154	Similar to VPS15: Serine/threonine-protein kinase VPS15 (Arabidopsis thaliana OX%3D3702)	contig246	4841793	4848879
gene	EFW9900003155	Protein of unknown function	contig246	4867491	4867739
gene	EFW9900003156	Similar to EMB1027: Arginine--tRNA ligase%2C chloroplastic/mitochondrial (Arabidopsis thaliana OX%3D3702)	contig246	4872488	4879098
gene	EFW9900003157	Similar to MKK6: Mitogen-activated protein kinase kinase 6 (Arabidopsis thaliana OX%3D3702)	contig246	4879738	4886940
gene	EFW9900003158	Similar to At5g56590: Glucan endo-1%2C3-beta-glucosidase 13 (Arabidopsis thaliana OX%3D3702)	contig246	4906177	4909897
gene	EFW9900003159	Similar to DER1: Derlin-1 (Arabidopsis thaliana OX%3D3702)	contig246	4924721	4941199
gene	EFW9900003160	Protein of unknown function	contig246	4974081	4977158
gene	EFW9900003161	Similar to APS1: Acid phosphatase 1 (Solanum lycopersicum OX%3D4081)	contig246	5109639	5112308
gene	EFW9900003162	Similar to LRX4: Leucine-rich repeat extensin-like protein 4 (Arabidopsis thaliana OX%3D3702)	contig246	5112508	5113812
gene	EFW9900003163	Protein of unknown function	contig246	5116368	5117284
gene	EFW9900026820	Similar to FES1: Protein FRIGIDA-ESSENTIAL 1 (Arabidopsis thaliana OX%3D3702)	contig2463	95608	102066
gene	EFW9900026821	Protein of unknown function	contig2463	104036	104581
gene	EFW9900026822	Protein of unknown function	contig2463	156822	227355
gene	EFW9900026823	Similar to DRM1: Dormancy-associated protein 1 (Arabidopsis thaliana OX%3D3702)	contig2463	226576	228854
gene	EFW9900026824	Similar to SBP1: Squamosa promoter-binding protein 1 (Antirrhinum majus OX%3D4151)	contig2463	343517	346123
gene	EFW9900026825	Similar to DEG15: Glyoxysomal processing protease%2C glyoxysomal (Arabidopsis thaliana OX%3D3702)	contig2463	370438	377070
gene	EFW9900026826	Similar to RING1A: Putative E3 ubiquitin-protein ligase RING1a (Arabidopsis thaliana OX%3D3702)	contig2463	392292	397288
gene	EFW9900026786	Similar to Calcium-dependent protein kinase SK5 (Glycine max OX%3D3847)	contig2465	287463	288874
gene	EFW9900026787	Similar to Wdr43: WD repeat-containing protein 43 (Mus musculus OX%3D10090)	contig2465	337963	343601
gene	EFW9900023340	Similar to At2g38710: Uncharacterized protein At2g38710 (Arabidopsis thaliana OX%3D3702)	contig248	28041	30942
gene	EFW9900023341	Similar to DSP8: Putative dual specificity protein phosphatase DSP8 (Arabidopsis thaliana OX%3D3702)	contig248	31715	36489
gene	EFW9900023342	Similar to NAC075: NAC domain-containing protein 75 (Arabidopsis thaliana OX%3D3702)	contig248	108961	113584
gene	EFW9900023343	Similar to MPP: Mitochondrial-processing peptidase subunit alpha (Solanum tuberosum OX%3D4113)	contig248	118736	123391
gene	EFW9900023344	Similar to NUDT8: Nudix hydrolase 8 (Arabidopsis thaliana OX%3D3702)	contig248	128721	130389
gene	EFW9900023345	Similar to PFK3: ATP-dependent 6-phosphofructokinase 3 (Arabidopsis thaliana OX%3D3702)	contig248	138273	141817
gene	EFW9900023346	Similar to At2g19790: AP-4 complex subunit sigma (Arabidopsis thaliana OX%3D3702)	contig248	146092	147815
gene	EFW9900023347	Similar to GGT3: Glutathione hydrolase 3 (Arabidopsis thaliana OX%3D3702)	contig248	148020	151347
gene	EFW9900023348	Similar to UBC14: Ubiquitin-conjugating enzyme E2 14 (Arabidopsis thaliana OX%3D3702)	contig248	233309	233558
gene	EFW9900023349	Protein of unknown function	contig248	235315	246778
gene	EFW9900023350	Similar to MIOX4: Inositol oxygenase 4 (Arabidopsis thaliana OX%3D3702)	contig248	278389	280853
gene	EFW9900023351	Protein of unknown function	contig248	323498	324103
gene	EFW9900023352	Protein of unknown function	contig248	325484	326870
gene	EFW9900023353	Similar to PAP9: Probable inactive purple acid phosphatase 9 (Arabidopsis thaliana OX%3D3702)	contig248	493412	494044
gene	EFW9900023354	Similar to At2g19810: Zinc finger CCCH domain-containing protein 20 (Arabidopsis thaliana OX%3D3702)	contig248	610859	612629
gene	EFW9900023355	Similar to RAX2: Transcription factor RAX2 (Arabidopsis thaliana OX%3D3702)	contig248	753525	755178
gene	EFW9900023356	Similar to PK1: Putative receptor protein kinase ZmPK1 (Zea mays OX%3D4577)	contig248	760850	763200
gene	EFW9900023357	Protein of unknown function	contig248	769642	770940
gene	EFW9900023358	Similar to At4g29180: Probable LRR receptor-like serine/threonine-protein kinase At4g29180 (Arabidopsis thaliana OX%3D3702)	contig248	772517	776923
gene	EFW9900023359	Similar to MND1: Meiotic nuclear division protein 1 homolog (Arabidopsis thaliana OX%3D3702)	contig248	874392	877113
gene	EFW9900023360	Similar to AGP22: Arabinogalactan protein 22 (Arabidopsis thaliana OX%3D3702)	contig248	877728	878420
gene	EFW9900023361	Similar to VPS32.2: Vacuolar protein sorting-associated protein 32 homolog 2 (Arabidopsis thaliana OX%3D3702)	contig248	903164	906150
gene	EFW9900023362	Protein of unknown function	contig248	954092	955054
gene	EFW9900023363	Similar to ILL4: IAA-amino acid hydrolase ILR1-like 4 (Arabidopsis thaliana OX%3D3702)	contig248	963187	965615
gene	EFW9900023364	Similar to At1g47710: Serpin-ZX (Arabidopsis thaliana OX%3D3702)	contig248	965668	967676
gene	EFW9900023365	Protein of unknown function	contig248	968265	971989
gene	EFW9900023366	Protein of unknown function	contig248	1001860	1004092
gene	EFW9900023367	Protein of unknown function	contig248	1004513	1012697
gene	EFW9900023368	Similar to Serpin-Z1C (Triticum aestivum OX%3D4565)	contig248	1016907	1018497
gene	EFW9900023369	Similar to Serpin-Z1C (Triticum aestivum OX%3D4565)	contig248	1028424	1029588
gene	EFW9900023370	Similar to Serpin-Z1B (Triticum aestivum OX%3D4565)	contig248	1030478	1031816
gene	EFW9900025044	Similar to DREB1B: Dehydration-responsive element-binding protein 1B (Arabidopsis thaliana OX%3D3702)	contig2483	62410	62889
gene	EFW9900025045	Protein of unknown function	contig2483	101074	107389
gene	EFW9900025046	Similar to At3g47200: UPF0481 protein At3g47200 (Arabidopsis thaliana OX%3D3702)	contig2483	175164	176510
gene	EFW9900025047	Protein of unknown function	contig2483	176863	190213
gene	EFW9900025048	Protein of unknown function	contig2483	198396	200334
gene	EFW9900025049	Protein of unknown function	contig2483	259982	281706
gene	EFW9900025050	Similar to ERF024: Ethylene-responsive transcription factor ERF024 (Arabidopsis thaliana OX%3D3702)	contig2483	441076	441708
gene	EFW9900025051	Similar to PTL: Trihelix transcription factor PTL (Arabidopsis thaliana OX%3D3702)	contig2483	582944	586219
gene	EFW9900025052	Similar to FBA6: Fructose-bisphosphate aldolase 6%2C cytosolic (Arabidopsis thaliana OX%3D3702)	contig2483	619667	622223
gene	EFW9900025053	Similar to ALDC: Fructose-bisphosphate aldolase%2C cytoplasmic isozyme (Cicer arietinum OX%3D3827)	contig2483	683188	685315
gene	EFW9900025054	Protein of unknown function	contig2483	707530	708480
gene	EFW9900025055	Similar to At2g44860: Probable ribosome biogenesis protein RLP24 (Arabidopsis thaliana OX%3D3702)	contig2483	728495	729968
gene	EFW9900025056	Similar to At2g44860: Probable ribosome biogenesis protein RLP24 (Arabidopsis thaliana OX%3D3702)	contig2483	729990	730971
gene	EFW9900025057	Similar to At5g03700: PAN domain-containing protein At5g03700 (Arabidopsis thaliana OX%3D3702)	contig2483	750730	752244
gene	EFW9900025058	Similar to At1g12390: Protein cornichon homolog 4 (Arabidopsis thaliana OX%3D3702)	contig2483	783560	784146
gene	EFW9900025165	Protein of unknown function	contig25	30136	31300
gene	EFW9900025166	Similar to Kirola (Actinidia deliciosa OX%3D3627)	contig25	382065	385969
gene	EFW9900025167	Similar to CAP10A: Chlorophyll a-b binding protein CP24 10A%2C chloroplastic (Solanum lycopersicum OX%3D4081)	contig25	399883	402943
gene	EFW9900025168	Protein of unknown function	contig25	473572	474115
gene	EFW9900025169	Similar to psbE: Cytochrome b559 subunit alpha (Spinacia oleracea OX%3D3562)	contig25	474663	475864
gene	EFW9900025170	Similar to AMPD: AMP deaminase (Arabidopsis thaliana OX%3D3702)	contig25	549510	557625
gene	EFW9900025171	Protein of unknown function	contig25	575857	678126
gene	EFW9900025172	Protein of unknown function	contig25	683690	688399
gene	EFW9900025173	Similar to TRX2: Thioredoxin H2 (Arabidopsis thaliana OX%3D3702)	contig25	739072	740458
gene	EFW9900013846	Similar to ATS3B: Embryo-specific protein ATS3B (Arabidopsis thaliana OX%3D3702)	contig250	366	1579
gene	EFW9900013847	Similar to At1g47710: Serpin-ZX (Arabidopsis thaliana OX%3D3702)	contig250	5388	8177
gene	EFW9900013848	Protein of unknown function	contig250	8552	9751
gene	EFW9900013849	Protein of unknown function	contig250	13068	17136
gene	EFW9900013850	Similar to Serpin-Z1B (Triticum aestivum OX%3D4565)	contig250	36137	36739
gene	EFW9900013851	Protein of unknown function	contig250	73564	76260
gene	EFW9900013852	Similar to RPL31: 60S ribosomal protein L31 (Perilla frutescens OX%3D48386)	contig250	76159	77776
gene	EFW9900013853	Similar to At5g56730: Zinc protease PQQL-like (Arabidopsis thaliana OX%3D3702)	contig250	89355	97835
gene	EFW9900013854	Similar to At5g56730: Zinc protease PQQL-like (Arabidopsis thaliana OX%3D3702)	contig250	102434	105035
gene	EFW9900013855	Similar to At4g29420: F-box/LRR-repeat protein At4g29420 (Arabidopsis thaliana OX%3D3702)	contig250	105944	108034
gene	EFW9900013856	Protein of unknown function	contig250	108189	113415
gene	EFW9900013857	Similar to At4g29420: F-box/LRR-repeat protein At4g29420 (Arabidopsis thaliana OX%3D3702)	contig250	121464	128798
gene	EFW9900013858	Protein of unknown function	contig250	127453	133468
gene	EFW9900013859	Similar to RPS15AE: 40S ribosomal protein S15a-5 (Arabidopsis thaliana OX%3D3702)	contig250	160884	162891
gene	EFW9900013860	Protein of unknown function	contig250	161648	163535
gene	EFW9900013861	Similar to DDB_G0289029: IST1-like protein (Dictyostelium discoideum OX%3D44689)	contig250	171220	176862
gene	EFW9900013862	Similar to PLA2-I: Probable phospholipase A2 homolog 1 (Oryza sativa subsp. japonica OX%3D39947)	contig250	194468	195915
gene	EFW9900013863	Similar to DDB_G0289029: IST1-like protein (Dictyostelium discoideum OX%3D44689)	contig250	201230	203557
gene	EFW9900013864	Protein of unknown function	contig250	203306	206660
gene	EFW9900013865	Similar to IST1: IST1 homolog (Pongo abelii OX%3D9601)	contig250	205182	209440
gene	EFW9900013866	Protein of unknown function	contig250	214039	214846
gene	EFW9900013867	Similar to DDB_G0289029: IST1-like protein (Dictyostelium discoideum OX%3D44689)	contig250	215331	217646
gene	EFW9900013868	Protein of unknown function	contig250	222860	225200
gene	EFW9900013869	Similar to DDB_G0289029: IST1-like protein (Dictyostelium discoideum OX%3D44689)	contig250	229190	237679
gene	EFW9900013870	Protein of unknown function	contig250	242191	244522
gene	EFW9900013871	Protein of unknown function	contig250	294454	302769
gene	EFW9900013872	Similar to ACS7: 1-aminocyclopropane-1-carboxylate synthase 7 (Arabidopsis thaliana OX%3D3702)	contig250	340780	342822
gene	EFW9900013873	Similar to Pepd: Xaa-Pro dipeptidase (Rattus norvegicus OX%3D10116)	contig250	355193	360459
gene	EFW9900013874	Similar to PRMT11: Protein arginine N-methyltransferase 1.1 (Arabidopsis thaliana OX%3D3702)	contig250	370367	373430
gene	EFW9900013875	Protein of unknown function	contig250	373884	376426
gene	EFW9900013876	Protein of unknown function	contig250	377026	391860
gene	EFW9900013877	Protein of unknown function	contig250	396824	400831
gene	EFW9900013878	Similar to EIX2: Receptor-like protein EIX2 (Solanum lycopersicum OX%3D4081)	contig250	403216	406074
gene	EFW9900013879	Protein of unknown function	contig250	457644	460410
gene	EFW9900013880	Similar to PCMP-H60: Pentatricopeptide repeat-containing protein At2g27610 (Arabidopsis thaliana OX%3D3702)	contig250	461704	470818
gene	EFW9900013881	Similar to EIX2: Receptor-like protein EIX2 (Solanum lycopersicum OX%3D4081)	contig250	468824	476529
gene	EFW9900013882	Similar to EIX2: Receptor-like protein EIX2 (Solanum lycopersicum OX%3D4081)	contig250	499765	503004
gene	EFW9900013883	Protein of unknown function	contig250	500562	502797
gene	EFW9900013884	Similar to EIX2: Receptor-like protein EIX2 (Solanum lycopersicum OX%3D4081)	contig250	511620	515088
gene	EFW9900013885	Similar to EMC1: ER membrane protein complex subunit 1 (Gallus gallus OX%3D9031)	contig250	515919	518882
gene	EFW9900013886	Similar to NDL1: Protein NDL1 (Arabidopsis thaliana OX%3D3702)	contig250	519878	524234
gene	EFW9900013887	Similar to At4g29530: Thiamine phosphate phosphatase-like protein (Arabidopsis thaliana OX%3D3702)	contig250	527772	536082
gene	EFW9900013888	Similar to COAC2: Mitochondrial carrier protein CoAc2 (Arabidopsis thaliana OX%3D3702)	contig250	538279	540955
gene	EFW9900013889	Similar to SAT5: Serine acetyltransferase 5 (Arabidopsis thaliana OX%3D3702)	contig250	541474	548750
gene	EFW9900013890	Similar to PERK9: Proline-rich receptor-like protein kinase PERK9 (Arabidopsis thaliana OX%3D3702)	contig250	564910	575979
gene	EFW9900013891	Similar to MYBS3: Transcription factor MYBS3 (Oryza sativa subsp. japonica OX%3D39947)	contig250	580442	582389
gene	EFW9900013892	Similar to KEA4: K(+) efflux antiporter 4 (Arabidopsis thaliana OX%3D3702)	contig250	643946	652511
gene	EFW9900013893	Similar to ACO1: 1-aminocyclopropane-1-carboxylate oxidase 1 (Arabidopsis thaliana OX%3D3702)	contig250	656599	658124
gene	EFW9900013894	Protein of unknown function	contig250	658872	660450
gene	EFW9900013895	Similar to TET2: Tetraspanin-2 (Arabidopsis thaliana OX%3D3702)	contig250	662928	665870
gene	EFW9900013896	Protein of unknown function	contig250	663040	664131
gene	EFW9900013897	Similar to CDA1: Cytidine deaminase 1 (Arabidopsis thaliana OX%3D3702)	contig250	758245	759183
gene	EFW9900013898	Similar to Os05g0200100: Thioredoxin-like 2%2C chloroplastic (Oryza sativa subsp. japonica OX%3D39947)	contig250	760981	763394
gene	EFW9900013899	Similar to ENPP3: Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 (Homo sapiens OX%3D9606)	contig250	764613	766091
gene	EFW9900013900	Similar to EER5: Enhanced ethylene response protein 5 (Arabidopsis thaliana OX%3D3702)	contig250	781375	785162
gene	EFW9900013901	Similar to grwd1: Glutamate-rich WD repeat-containing protein 1 (Dictyostelium discoideum OX%3D44689)	contig250	785566	788916
gene	EFW9900013902	Protein of unknown function	contig250	824794	827547
gene	EFW9900013903	Protein of unknown function	contig250	828128	829796
gene	EFW9900013904	Similar to GATA22: Putative GATA transcription factor 22 (Arabidopsis thaliana OX%3D3702)	contig250	892542	894558
gene	EFW9900013905	Similar to SWEET15: Bidirectional sugar transporter SWEET15 (Arabidopsis thaliana OX%3D3702)	contig250	963210	963585
gene	EFW9900013906	Similar to Beta-galactosidase (Malus domestica OX%3D3750)	contig250	1026168	1031765
gene	EFW9900013907	Protein of unknown function	contig250	1031457	1034856
gene	EFW9900013908	Similar to BGAL1: Beta-galactosidase 1 (Arabidopsis thaliana OX%3D3702)	contig250	1035561	1039870
gene	EFW9900013909	Similar to PAO5: Probable polyamine oxidase 5 (Arabidopsis thaliana OX%3D3702)	contig250	1116319	1118052
gene	EFW9900013910	Protein of unknown function	contig250	1234127	1235548
gene	EFW9900013911	Protein of unknown function	contig250	1304876	1319965
gene	EFW9900013912	Similar to MSI4: WD-40 repeat-containing protein MSI4 (Arabidopsis thaliana OX%3D3702)	contig250	1450240	1456249
gene	EFW9900013913	Protein of unknown function	contig250	1469713	1473949
gene	EFW9900013914	Similar to TMEM258: Transmembrane protein 258 (Canis lupus familiaris OX%3D9615)	contig250	1493184	1495210
gene	EFW9900013915	Similar to ALE2: Receptor-like serine/threonine-protein kinase ALE2 (Arabidopsis thaliana OX%3D3702)	contig250	1496024	1508602
gene	EFW9900013916	Similar to At5g56900: Zinc finger CCCH domain-containing protein 64 (Arabidopsis thaliana OX%3D3702)	contig250	1515827	1520805
gene	EFW9900013917	Protein of unknown function	contig250	1523804	1536449
gene	EFW9900013918	Similar to A70: Pathogen-associated molecular patterns-induced protein A70 (Arabidopsis thaliana OX%3D3702)	contig250	1597598	1598545
gene	EFW9900013919	Similar to SPH5: S-protein homolog 5 (Arabidopsis thaliana OX%3D3702)	contig250	1654742	1655218
gene	EFW9900013920	Protein of unknown function	contig250	1824733	1826205
gene	EFW9900013921	Similar to SWEET13: Bidirectional sugar transporter SWEET13 (Arabidopsis thaliana OX%3D3702)	contig250	1830241	1831595
gene	EFW9900013922	Similar to CKX4: Cytokinin dehydrogenase 4 (Arabidopsis thaliana OX%3D3702)	contig250	1974978	1979794
gene	EFW9900013923	Protein of unknown function	contig250	1994251	1997482
gene	EFW9900013924	Similar to CKX6: Cytokinin dehydrogenase 6 (Oryza sativa subsp. japonica OX%3D39947)	contig250	2050021	2052986
gene	EFW9900013925	Similar to CFM3: CRM-domain containing factor CFM3%2C chloroplastic/mitochondrial (Zea mays OX%3D4577)	contig250	2058043	2062027
gene	EFW9900013926	Protein of unknown function	contig250	2062079	2063636
gene	EFW9900013927	Similar to YDL057W: Putative uncharacterized protein YDL057W (Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX%3D559292)	contig250	2062879	2070057
gene	EFW9900013928	Similar to BHLH41: Putative transcription factor bHLH041 (Arabidopsis thaliana OX%3D3702)	contig250	2209371	2213241
gene	EFW9900013929	Similar to At2g19490: DNA repair protein recA homolog 3%2C mitochondrial (Arabidopsis thaliana OX%3D3702)	contig250	2233990	2239147
gene	EFW9900013930	Similar to NAP1%3B2: Nucleosome assembly protein 1%3B2 (Arabidopsis thaliana OX%3D3702)	contig250	2240113	2243555
gene	EFW9900013931	Protein of unknown function	contig250	2243997	2245129
gene	EFW9900013932	Similar to EMB1789: Zinc finger CCCH domain-containing protein 65 (Arabidopsis thaliana OX%3D3702)	contig250	2279280	2284926
gene	EFW9900013933	Similar to HSF30: Heat shock factor protein HSF30 (Solanum peruvianum OX%3D4082)	contig250	2290581	2292594
gene	EFW9900013934	Protein of unknown function	contig250	2321993	2323586
gene	EFW9900013935	Protein of unknown function	contig250	2373509	2374949
gene	EFW9900013936	Similar to IQM1: IQ domain-containing protein IQM1 (Arabidopsis thaliana OX%3D3702)	contig250	2427148	2430426
gene	EFW9900013937	Similar to EPFL3: EPIDERMAL PATTERNING FACTOR-like protein 3 (Arabidopsis thaliana OX%3D3702)	contig250	2444123	2444628
gene	EFW9900013938	Protein of unknown function	contig250	2522135	2525745
gene	EFW9900013939	Similar to hri2: Eukaryotic translation initiation factor 2-alpha kinase 2 (Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX%3D284812)	contig250	2526106	2526509
gene	EFW9900013940	Similar to CKL1: Casein kinase 1-like protein 1 (Arabidopsis thaliana OX%3D3702)	contig250	2561051	2565772
gene	EFW9900013941	Protein of unknown function	contig250	2568882	2569277
gene	EFW9900013942	Similar to DGAT1: Diacylglycerol O-acyltransferase 1 (Corylus americana OX%3D78632)	contig250	2569981	2575823
gene	EFW9900025184	Similar to AGP20: Arabinogalactan protein 20 (Arabidopsis thaliana OX%3D3702)	contig2513	57944	58392
gene	EFW9900025185	Similar to DREB1D: Dehydration-responsive element-binding protein 1D (Arabidopsis thaliana OX%3D3702)	contig2513	75616	76449
gene	EFW9900025186	Similar to At3g47200: UPF0481 protein At3g47200 (Arabidopsis thaliana OX%3D3702)	contig2513	171379	172725
gene	EFW9900025187	Protein of unknown function	contig2513	176449	190170
gene	EFW9900025188	Similar to ERF024: Ethylene-responsive transcription factor ERF024 (Arabidopsis thaliana OX%3D3702)	contig2513	261273	261905
gene	EFW9900025189	Similar to PTL: Trihelix transcription factor PTL (Arabidopsis thaliana OX%3D3702)	contig2513	399427	402666
gene	EFW9900025190	Similar to FBA6: Fructose-bisphosphate aldolase 6%2C cytosolic (Arabidopsis thaliana OX%3D3702)	contig2513	426683	429223
gene	EFW9900025191	Similar to ALDC: Fructose-bisphosphate aldolase%2C cytoplasmic isozyme (Cicer arietinum OX%3D3827)	contig2513	462316	464473
gene	EFW9900025192	Protein of unknown function	contig2513	534203	535156
gene	EFW9900025193	Similar to At2g44860: Probable ribosome biogenesis protein RLP24 (Arabidopsis thaliana OX%3D3702)	contig2513	555231	557693
gene	EFW9900025194	Similar to At5g03700: PAN domain-containing protein At5g03700 (Arabidopsis thaliana OX%3D3702)	contig2513	580661	582175
gene	EFW9900025195	Similar to PSK6: Putative phytosulfokines 6 (Arabidopsis thaliana OX%3D3702)	contig2513	665815	666836
gene	EFW9900025196	Similar to PCFS4: Polyadenylation and cleavage factor homolog 4 (Arabidopsis thaliana OX%3D3702)	contig2513	707735	714220
gene	EFW9900025197	Protein of unknown function	contig2513	731513	735906
gene	EFW9900025198	Similar to At3g23620: Ribosome production factor 2 homolog (Arabidopsis thaliana OX%3D3702)	contig2513	767619	770520
